id,name,last_msg_id,lang,product_name,desc_len,tone,keywords,stop_words,prod_plus
1101239063,Ксения,2460,rus,0,0,0,0,0,0
1361963610,Azamat,2763,rus,0,0,0,0,0,0
1055993401,Наталья /менеджер WILDBERRIES,3063,rus,0,0,0,0,0,0
1255643575,Екатерина,2148,rus,Мужской ремень,middle_paragraph,optimistic_tone,"Ремень мужской, подарок мужчине, черный кожаный ремень",Белый,"Подарочная коробка, натуральная кожа, регулируемый размер, ширина 4см"
5484340595,Ольга,3072,rus,0,0,0,0,0,0
1036335825,Вероника,2772,rus,жилет женский утепленный,short_paragraph,friendly_tone,"жилет женский экокожа утепленный,жилетка женская утепленная экокожа, жилет женский кожа",жилетка белая в школу,"теплый подклад, молодежная модель, с карманами, базовые цвета"
330308626,Юлия,2791,rus,0,0,0,0,0,0
677851922,EduardS,3059,rus,Набор для создания украшений,big_paragraph,friendly_tone,"Набор для создания браслетов, браслет, браслеты, девочки, подарок для девочек, набор для девочки, украшения, бижутерия",0,0
1792425188,Мария,2476,rus,Шорты черные спортивные для мальчика,middle_paragraph,friendly_tone,Шорты черные спортивные для мальчика,Нет,"Хлопок 100%, 2кармана, удобные,для садика,для бокса,для тренировок,для гимнастики"
1296661398,Людмила,3076,rus,Силиконовая скатерть,big_paragraph,neutral_tone,"Гибкое стекло,  скатерть на стол, клеенка на стол, мягкое стекло, скатерть на кухню, офисный и компьютерный стол, на парту, пленка на стол, водоотталкивающая скатерть, плеймаст",Нет,"Защита поверхностей, ПВХ, прозрачная"
418216076,Юлия,3082,rus,0,0,0,0,0,0
1144698282,Olga,8432,rus,0,0,0,0,0,0
1943519981,Маргарита,3089,rus,0,0,0,0,0,0
713339338,Наталья,3322,rus,Прокладки многоразовые тканевые,big_paragraph,neutral_tone,"Прокладки
Муслиновые
Тканевые
Для месячных
Менструальные
В критические дни
Большие
В подарок",Одноразовые,"Быстро сохнут
Впитывающие
Защитный слой
Многоразовые
Эко"
981722262,Мария,3065,rus,Свитер оверсайз,middle_paragraph,friendly_tone,0,0,0
398320544,Diana Mendi,2806,rus,0,0,0,0,0,0
537779652,Ирина,3055,rus,0,0,0,0,0,0
505746205,🍀🌱Alena🌿🍃,3328,rus,0,0,0,0,0,0
627552251,Kirill,3618,rus,0,0,0,0,0,0
747888277,Маргарита,3622,rus,0,0,0,0,0,0
497064619,Ирина,3652,rus,0,0,0,0,0,0
